Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd Packet Length Mean,Bwd Packet Length Mean,Packet Length Std,Down/Up Ratio,Source IP,Destination Port,Label
580956,1139,4,1239087.57,1414.9,76.97,334.72,1043.03,104.7,276.33,0.0031,172.16.0.1,80,DoS Hulk
13141079,252,3,14583.26,74.85,3578.82,8715.91,44.0,36.81,23.59,0.028,172.16.0.1,21,FTP-Patator
22456277,25,1,419.34,1.62,1425050.01,539576.49,64.47,104.23,23.3,0.0371,172.16.0.1,443,DoS slowloris
9837270,186,13,10699.91,71.18,19746.94,7274.14,10.77,44.2,23.95,0.0389,172.16.0.1,21,FTP-Patator
10849522,7,10,32190.18,19.85,474216.45,107878.54,221.44,514.49,524.47,0.9463,192.168.10.15,3389,BENIGN
27142878,19,2,201.76,2.04,2760397.89,690835.72,54.33,79.49,28.06,0.0405,172.16.0.1,80,DoS slowloris
1078293,1215,4,1972049.55,1158.26,27.16,313.8,984.0,343.22,101.02,0.0086,172.16.0.1,443,DoS Hulk
876383,961,4,1813491.49,1365.95,655.88,342.99,857.82,312.27,221.74,0.0084,172.16.0.1,443,DoS Hulk
4841068,9,6,49611.57,34.1,336694.48,114146.1,356.1,370.21,528.52,0.8881,192.168.10.8,3389,BENIGN
15345138,203,7,8834.11,87.63,10849.3,8259.45,36.35,33.89,22.52,0.0391,172.16.0.1,21,FTP-Patator
4496392,262,8,6609.92,63.74,13343.62,4567.35,22.81,18.61,21.56,0.0252,172.16.0.1,21,FTP-Patator
6841295,17,15,5778.05,57.59,555634.24,54046.49,521.15,792.72,431.4,1.2487,192.168.10.9,21,BENIGN
5295741,4,11,27616.24,24.4,488572.77,113626.49,310.86,680.36,309.63,1.4451,192.168.10.50,21,BENIGN
13003221,16,14,48414.37,22.66,385661.31,110730.51,489.05,840.31,544.27,2.0158,192.168.10.19,22,BENIGN
622831,1022,4,2455509.14,875.4,0,220.61,493.24,180.16,153.36,0.0046,172.16.0.1,80,DoS Hulk
148088,2,1,747.36,27.31,55014.82,12988.59,39.68,47.06,15.18,0.5084,172.16.0.1,52,PortScan
6531195,2,9,89642.86,8.25,277399.03,81600.44,511.64,673.14,502.75,0.7891,192.168.10.50,8080,BENIGN
1160935,540,2,815407.56,1133.27,620.89,330.82,740.1,217.67,233.86,0.0076,172.16.0.1,443,DoS Hulk
17261516,303,7,11212.71,64.19,26622.16,10314.89,17.49,17.03,14.79,0.0832,172.16.0.1,21,FTP-Patator
119422,3,0,251.83,24.55,63170.77,20370.97,44.63,52.89,14.18,0.8806,172.16.0.1,81,PortScan
12321125,18,0,26355.63,35.82,313297.36,128751.22,395.24,190.65,645.85,0.7339,192.168.10.17,80,BENIGN
5582214,5,3,18597.2,10.46,514942.37,113436.39,454.51,422.14,186.77,1.3188,192.168.10.3,22,BENIGN
45719,1,0,731.06,18.16,51809.84,9443.07,25.57,23.0,11.79,0.7152,172.16.0.1,60,PortScan
13909936,18,5,43689.74,40.88,474509.17,163384.9,195.51,707.98,474.85,1.1606,192.168.10.25,80,BENIGN
23531163,174,13,8908.32,54.8,44543.07,24604.9,100.88,138.85,89.07,0.1538,172.16.0.1,22,SSH-Patator
14768395,180,12,6316.7,54.62,19261.28,10404.12,51.38,40.2,25.57,0.0466,172.16.0.1,21,FTP-Patator
15340318,111,3,14998.28,35.22,107553.24,23748.33,90.59,204.71,48.48,0.0267,172.16.0.1,22,SSH-Patator
887200,861,5,942237.58,833.17,448.88,239.43,736.04,293.32,234.26,0.0051,172.16.0.1,443,DoS Hulk
14985514,45,1,292.76,1.48,2565998.54,620129.27,73.19,66.34,28.99,0.07,172.16.0.1,443,DoS slowloris
18076113,94,20,8377.34,53.08,75145.47,18746.96,128.96,95.68,47.27,0.0866,172.16.0.1,22,SSH-Patator
80694,2,2,288.61,30.25,30232.66,23871.53,36.76,61.02,10.87,0.3941,172.16.0.1,88,PortScan
15659454,110,14,14739.58,57.26,69655.16,23256.28,92.75,99.73,90.65,0.0596,172.16.0.1,22,SSH-Patator
821611,1105,5,2066928.64,1417.4,996.54,223.4,861.43,233.92,236.3,0.0078,172.16.0.1,443,DoS Hulk
36282530,40,2,272.89,0.77,2523754.23,392555.54,10.5,70.67,29.57,0.0221,172.16.0.1,80,DoS slowloris
24076110,26,1,195.54,0.54,1503810.18,529900.04,66.08,36.82,28.46,0.1251,172.16.0.1,443,DoS slowloris
1845185,800,1,1591860.53,1000.25,470.7,324.37,793.63,114.29,223.77,0.0079,172.16.0.1,80,DoS Hulk
11895026,10,12,34137.08,6.84,298758.26,150126.69,498.53,867.48,488.47,1.3137,192.168.10.14,3389,BENIGN
5644307,1,16,0,32.62,263811.58,171361.53,296.51,641.29,351.89,1.2743,192.168.10.16,80,BENIGN
26777441,29,1,192.88,1.02,2075273.49,835737.48,31.97,38.2,28.39,0.0223,172.16.0.1,80,DoS slowloris
9414037,6,5,27590.32,26.83,221089.97,132870.04,415.48,574.29,487.87,1.0603,192.168.10.16,53,BENIGN
13441243,268,8,8638.85,71.48,26674.05,7042.11,30.28,27.99,25.97,0.0497,172.16.0.1,21,FTP-Patator
19037011,70,14,10234.44,42.71,56328.34,25975.52,106.63,104.65,55.33,0.0402,172.16.0.1,22,SSH-Patator
10995101,18,15,47332.6,36.16,317622.78,111569.84,499.47,407.52,382.0,1.8219,192.168.10.14,80,BENIGN
12207904,2,10,22523.09,26.01,416939.36,79005.07,488.97,617.46,221.55,1.5836,192.168.10.25,80,BENIGN
5565449,13,8,19377.36,38.53,238816.62,113183.6,446.16,426.43,278.52,0.9774,192.168.10.19,8080,BENIGN
1491940,1056,5,1782475.65,798.76,1026.6,195.28,756.43,318.68,253.42,0.0049,172.16.0.1,443,DoS Hulk
13259703,13,27,33861.04,36.22,130308.68,98126.89,614.72,604.25,240.9,0.9381,192.168.10.25,8080,BENIGN
9619672,16,18,23270.64,32.14,227919.61,122732.43,438.36,584.81,446.33,0.8455,192.168.10.51,443,BENIGN
11302950,140,7,11165.46,59.08,8206.68,8348.81,41.06,42.26,23.86,0.0648,172.16.0.1,21,FTP-Patator
10133798,10,7,26150.6,19.71,322634.99,83851.91,306.21,513.11,269.19,1.4227,192.168.10.5,3389,BENIGN
9238763,212,10,10173.79,80.97,18493.57,10016.98,31.9,48.61,21.77,0.0113,172.16.0.1,21,FTP-Patator
1838614,21,12,42437.78,47.21,297204.99,153178.07,361.26,783.18,402.45,1.2426,192.168.10.51,21,BENIGN
7843647,15,18,39988.77,30.9,122793.47,122447.91,354.58,454.37,522.51,0.1949,192.168.10.17,443,BENIGN
14235767,12,13,17733.89,38.43,137112.63,86708.63,484.33,490.61,423.19,0.5793,192.168.10.15,21,BENIGN
1006796,974,3,2233786.99,828.05,1033.68,468.0,913.93,396.02,137.77,0.0063,172.16.0.1,443,DoS Hulk
8577557,6,3,21629.39,30.22,279448.2,124944.28,462.56,211.77,378.31,0.8893,192.168.10.9,3389,BENIGN
15886547,168,19,18557.26,50.08,125597.86,25814.31,84.42,94.47,71.71,0.0857,172.16.0.1,22,SSH-Patator
7412863,27,25,64044.81,31.04,143059.75,192356.43,453.41,233.63,446.1,0.8075,192.168.10.16,443,BENIGN
10326354,260,13,10978.01,53.73,22894.26,4769.58,46.09,55.85,20.36,0.0525,172.16.0.1,21,FTP-Patator
15717623,265,6,13503.38,23.78,14769.12,10071.84,29.26,21.7,13.11,0.0366,172.16.0.1,21,FTP-Patator
1,19,8,45180.25,39.61,153580.14,153951.38,328.22,414.39,328.74,1.2355,192.168.10.14,21,BENIGN
9913632,9,15,30967.75,15.74,192949.24,119815.17,391.93,539.23,395.31,0.6204,192.168.10.9,25,BENIGN
7077778,21,20,51289.44,33.69,67679.35,87450.72,192.19,522.64,223.4,0.5314,192.168.10.5,25,BENIGN
11917192,13,19,27346.73,36.82,664850.9,161726.05,314.49,416.71,477.81,0.8095,192.168.10.15,3389,BENIGN
136870,3,0,954.93,13.77,30407.85,20172.13,37.74,60.54,13.95,0.482,172.16.0.1,85,PortScan
24709354,32,3,217.49,1.2,2201735.33,364525.25,54.02,66.27,18.41,0.0848,172.16.0.1,80,DoS slowloris
14629906,19,11,53231.86,32.97,390801.96,147874.55,358.7,302.08,567.82,1.2785,192.168.10.51,22,BENIGN
5522127,21,11,58218.62,34.72,196314.49,109711.94,291.82,819.49,333.89,0.681,192.168.10.16,21,BENIGN
5813156,18,2,65304.27,30.22,309499.72,169236.82,364.21,560.7,275.31,1.4953,192.168.10.50,25,BENIGN
14588050,9,16,34066.13,34.33,199022.34,88476.96,620.97,376.28,581.08,1.1326,192.168.10.9,443,BENIGN
1,10,16,4078.81,44.42,439633.16,115485.72,289.0,491.35,251.81,0.9984,192.168.10.9,25,BENIGN
1654390,840,5,1960299.64,754.85,853.02,434.6,933.46,178.76,225.47,0.0039,172.16.0.1,443,DoS Hulk
161149,1,1,991.31,27.37,67971.47,16504.97,55.49,63.87,11.73,0.4814,172.16.0.1,62,PortScan
12054704,19,8,34791.13,19.67,324897.44,94734.71,296.04,491.0,566.38,1.5166,192.168.10.14,53,BENIGN
912408,990,0,1103688.91,1580.76,215.32,318.81,1053.67,437.19,141.93,0.0049,172.16.0.1,443,DoS Hulk
32436280,30,1,373.18,1.59,3586864.25,590278.15,84.45,37.78,29.87,0.083,172.16.0.1,80,DoS slowloris
7758946,10,5,21574.75,24.89,129897.14,59392.19,498.1,691.64,328.56,0.7533,192.168.10.15,25,BENIGN
8532242,2,11,50787.55,25.67,467163.15,160991.45,582.87,748.66,478.31,1.1215,192.168.10.19,22,BENIGN
1455321,24,17,37907.94,40.49,283359.05,58934.93,344.87,412.71,273.92,0.8309,192.168.10.15,80,BENIGN
13980896,5,16,27024.91,22.66,279370.81,82711.04,508.2,682.25,324.48,1.4451,192.168.10.25,25,BENIGN
9242044,15,8,47103.63,35.32,201782.21,166417.87,575.91,860.27,414.33,1.2297,192.168.10.19,8080,BENIGN
8361446,12,6,11353.62,38.59,310964.34,226252.71,522.5,596.16,391.41,1.1929,192.168.10.3,25,BENIGN
22440496,35,2,309.03,1.44,3032685.48,506544.71,92.33,58.21,29.52,0.0507,172.16.0.1,80,DoS slowloris
28965810,21,4,382.9,1.13,1664613.56,817207.52,52.78,79.44,27.43,0.0808,172.16.0.1,443,DoS slowloris
18992,10,20,47186.1,27.63,395716.04,128116.03,417.36,479.64,396.2,1.2113,192.168.10.50,443,BENIGN
1511287,617,3,1172926.39,993.59,1361.27,368.5,758.54,258.92,207.71,0.0074,172.16.0.1,443,DoS Hulk
4005577,16,14,46899.51,31.79,131390.19,136107.54,214.89,670.79,481.42,0.9276,192.168.10.5,443,BENIGN
1538134,1085,5,1344186.4,1149.98,170.03,313.75,774.24,327.45,180.16,0.0069,172.16.0.1,80,DoS Hulk
611461,13,18,41647.73,3.05,135426.84,188111.76,483.51,214.29,409.26,0.8521,192.168.10.5,80,BENIGN
1114154,1242,1,1552697.27,566.45,440.91,335.03,469.15,284.44,112.93,0.0013,172.16.0.1,80,DoS Hulk
2883039,17,18,15738.36,17.32,154182.75,165992.18,644.67,582.23,368.67,1.3887,192.168.10.14,53,BENIGN
21234362,25,3,302.66,1.06,1531230.1,317506.56,31.87,59.04,14.0,0.0632,172.16.0.1,80,DoS slowloris
1670599,525,2,1661046.36,1065.01,737.84,391.87,82.15,346.91,172.07,0.0103,172.16.0.1,80,DoS Hulk
929346,1048,6,583110.79,1695.34,718.63,102.37,768.02,147.41,112.24,0.0062,172.16.0.1,80,DoS Hulk
1097273,1100,1,1149842.25,1537.17,1408.83,338.81,626.48,390.12,100.85,0.0054,172.16.0.1,443,DoS Hulk
8387597,10,11,51109.25,39.53,342520.98,89256.55,482.28,565.22,374.86,0.7093,192.168.10.9,80,BENIGN
10238706,15,9,38658.25,36.08,90333.5,89552.91,471.79,502.25,364.73,1.4417,192.168.10.16,80,BENIGN
13868285,226,8,8426.88,87.29,23255.39,7675.83,46.48,31.02,27.94,0.0343,172.16.0.1,21,FTP-Patator
27440,2,0,922.45,27.78,61785.9,30485.18,54.48,51.13,13.79,0.6688,172.16.0.1,70,PortScan
1493587,1605,1,1579112.33,1333.99,826.3,120.85,766.25,290.83,220.65,0,172.16.0.1,80,DoS Hulk
1914222,936,4,1212206.18,722.64,867.94,554.3,678.79,286.56,127.04,0.0026,172.16.0.1,80,DoS Hulk
873260,1245,1,1282088.17,969.14,501.51,423.48,522.26,278.11,198.06,0.0029,172.16.0.1,80,DoS Hulk
17801937,148,5,8881.59,54.28,23231.34,9984.93,22.24,47.06,13.33,0.0585,172.16.0.1,21,FTP-Patator
6654009,14,12,24779.23,35.48,117169.71,164325.38,495.11,375.39,389.53,0.9649,192.168.10.15,80,BENIGN
9163449,10,19,54836.99,38.12,519840.91,162133.25,316.65,614.63,399.63,0.6685,192.168.10.5,22,BENIGN
5212,1,0,992.27,25.08,26150.6,16688.96,30.22,22.49,10.54,0.6729,172.16.0.1,72,PortScan
10651438,22,5,60308.94,46.42,270677.91,93095.19,362.11,374.36,360.1,1.6295,192.168.10.14,80,BENIGN
9771966,1,11,10515.97,15.61,262314.86,102485.67,413.06,307.58,301.2,1.9456,192.168.10.3,443,BENIGN
6357086,6,15,43532.31,26.7,286672.15,61672.31,382.14,509.76,315.32,1.5694,192.168.10.17,80,BENIGN
8273257,5,4,44484.51,22.14,520490.21,111326.33,382.65,341.28,249.28,1.0137,192.168.10.9,80,BENIGN
33683,1,0,865.34,11.1,58326.32,17163.54,45.47,34.72,12.0,0.5618,172.16.0.1,29,PortScan
1,12,12,46525.46,22.62,411546.99,47774.09,258.73,521.55,512.33,1.6626,192.168.10.14,3389,BENIGN
1878135,769,6,1296826.4,1435.36,636.14,489.97,967.17,441.78,121.6,0.0079,172.16.0.1,443,DoS Hulk
136748,2,0,379.51,26.67,50421.14,17623.28,27.52,61.59,14.68,0.1408,172.16.0.1,76,PortScan
1339739,725,2,1501743.72,848.37,843.85,435.53,714.18,282.71,197.98,0.0021,172.16.0.1,80,DoS Hulk
7375208,175,16,14633.18,56.42,112122.7,27264.17,114.26,98.57,48.89,0.097,172.16.0.1,22,SSH-Patator
18286892,147,8,12462.98,34.33,83194.16,27773.45,75.01,79.2,61.94,0.1113,172.16.0.1,22,SSH-Patator
9703289,8,7,51553.57,29.14,45388.52,129174.28,404.77,891.48,321.32,1.603,192.168.10.9,80,BENIGN
1518869,1012,4,1206824.27,887.3,38.08,443.65,1093.45,190.7,233.43,0.0007,172.16.0.1,80,DoS Hulk
37317,1,2,536.75,12.41,69009.05,16859.63,41.83,29.35,11.51,0.6019,172.16.0.1,63,PortScan
13512488,13,9,31324.94,25.98,221019.6,148338.69,282.57,687.5,294.75,0.6769,192.168.10.3,22,BENIGN
7656608,16,1,36399.49,13.95,295361.47,149957.63,620.54,518.28,261.12,1.1355,192.168.10.5,443,BENIGN
6505305,10,10,20630.21,2.13,299647.09,95099.18,319.98,486.66,344.34,1.6724,192.168.10.19,22,BENIGN
10382425,29,17,26367.11,22.55,285023.05,58215.73,286.41,431.79,284.19,1.0074,192.168.10.8,21,BENIGN
1360466,724,2,1497411.5,1444.12,416.36,310.16,1310.14,223.52,250.82,0.0075,172.16.0.1,443,DoS Hulk
7392614,18,16,15481.69,28.98,364853.02,152053.46,259.01,678.0,346.12,0.9158,192.168.10.50,21,BENIGN
10307076,233,12,7559.65,76.53,20306.65,6967.87,52.61,47.81,21.68,0,172.16.0.1,21,FTP-Patator
30433608,28,2,298.56,0.89,3245319.67,1018928.09,67.78,77.89,22.99,0.0502,172.16.0.1,443,DoS slowloris
22807,1,1,12.37,11.03,45036.34,13885.66,52.04,53.72,9.42,0.4618,172.16.0.1,59,PortScan
16229758,93,3,8001.33,36.78,67500.89,21862.32,105.01,142.09,28.88,0.038,172.16.0.1,22,SSH-Patator
7482276,21,14,42058.18,23.73,334789.61,161242.88,345.84,406.85,251.96,1.3437,192.168.10.8,80,BENIGN
4267377,1,19,16182.68,32.99,134819.29,72802.99,290.86,458.02,532.3,1.3001,192.168.10.8,80,BENIGN
10027976,20,0,1186.43,32.38,379162.35,102237.33,254.33,647.24,422.4,1.321,192.168.10.51,8080,BENIGN
13197258,267,9,11234.85,79.58,16657.75,8817.45,36.89,50.06,21.26,0.0492,172.16.0.1,21,FTP-Patator
5384797,28,14,53575.0,25.67,332349.65,108042.3,338.71,504.2,446.58,1.538,192.168.10.51,21,BENIGN
1632425,507,0,1398666.02,1441.34,971.34,334.83,585.74,121.1,183.54,0.0072,172.16.0.1,80,DoS Hulk
106535,2,0,280.41,20.85,44642.28,21138.29,42.8,67.75,13.09,0.3453,172.16.0.1,73,PortScan
112485,2,0,390.46,22.0,48452.59,26361.05,34.6,45.51,10.53,0.6035,172.16.0.1,40,PortScan
12322027,18,13,29253.53,23.69,464548.95,124054.63,261.03,350.59,511.37,0.8762,192.168.10.3,443,BENIGN
786659,1172,4,1577381.72,1068.05,910.19,504.77,955.02,348.29,148.9,0.0108,172.16.0.1,443,DoS Hulk
1614275,1128,6,1422397.16,1161.13,964.72,477.53,712.33,329.34,256.82,0.0024,172.16.0.1,80,DoS Hulk
7028818,16,14,41819.03,55.95,390631.02,70368.57,315.84,260.91,542.97,1.4911,192.168.10.51,80,BENIGN
30174703,31,1,388.93,1.26,2056460.25,420302.45,70.94,87.16,26.06,0.1077,172.16.0.1,443,DoS slowloris
10580708,16,23,39136.82,33.9,188051.92,88482.66,479.5,651.34,554.95,1.1764,192.168.10.15,8080,BENIGN
8954033,19,10,69088.52,8.39,443966.29,90312.53,546.69,848.64,693.09,1.0238,192.168.10.25,21,BENIGN
1540030,1293,3,1114456.33,1572.57,650.64,185.88,651.99,261.97,316.48,0.0007,172.16.0.1,443,DoS Hulk
5761912,15,10,19652.31,23.31,180171.84,165131.97,242.3,474.45,350.0,1.5163,192.168.10.15,80,BENIGN
88700,1,2,903.84,37.65,45541.96,19634.42,59.58,66.34,12.97,0.6583,172.16.0.1,27,PortScan
11430591,23,11,62546.58,39.72,217381.26,172997.83,316.81,471.86,453.26,0.9223,192.168.10.5,53,BENIGN
10472364,14,21,57670.95,27.85,215002.21,176099.51,463.34,630.06,321.17,1.174,192.168.10.16,80,BENIGN
7372716,20,19,30374.86,23.43,91695.01,67273.47,328.45,701.47,331.78,0.8719,192.168.10.50,22,BENIGN
158086,1,0,808.54,20.6,28024.63,18378.21,23.65,51.13,8.7,0.356,172.16.0.1,40,PortScan
1418124,896,7,1231726.08,1042.17,1176.88,525.79,746.08,250.24,215.02,0,172.16.0.1,443,DoS Hulk
122700,2,0,368.77,22.89,15252.32,13898.22,26.23,47.48,10.76,0.3891,172.16.0.1,66,PortScan
69458,3,0,387.93,15.59,63993.42,27175.66,63.98,40.14,5.35,0.9008,172.16.0.1,40,PortScan
30391751,29,1,227.48,0.97,2506030.94,768471.23,66.51,84.46,31.88,0.0558,172.16.0.1,443,DoS slowloris
9769620,12,14,67655.39,18.08,305277.84,127272.06,301.37,644.96,421.94,0.7225,192.168.10.17,8080,BENIGN
7431282,11,22,52040.3,36.65,357578.16,154121.26,440.73,416.83,352.99,1.0316,192.168.10.15,8080,BENIGN
34213575,24,2,284.28,0.96,3072949.64,656733.99,52.96,70.95,33.83,0.103,172.16.0.1,443,DoS slowloris
1231689,1059,3,1395357.14,1354.04,649.08,582.04,605.68,266.01,173.68,0.0054,172.16.0.1,443,DoS Hulk
110541,1,1,523.32,21.26,35449.05,11571.73,33.8,38.45,9.09,0.4295,172.16.0.1,57,PortScan
19462236,34,2,406.68,1.99,2426202.57,737359.43,42.85,74.97,31.18,0.1033,172.16.0.1,80,DoS slowloris
72970,1,2,800.38,12.51,30827.16,19615.76,56.3,57.36,10.29,0.6545,172.16.0.1,55,PortScan
13586737,15,13,28811.35,39.55,427396.94,145743.36,466.19,946.84,160.02,1.9305,192.168.10.8,53,BENIGN
1106765,899,6,1106795.06,1365.69,665.5,564.68,577.26,213.64,274.45,0.0017,172.16.0.1,80,DoS Hulk
1237856,977,0,1450894.9,1198.3,749.43,435.52,731.96,42.36,203.52,0.0073,172.16.0.1,80,DoS Hulk
164623,1,0,609.57,16.16,70922.04,15446.71,42.1,66.92,18.56,0.9432,172.16.0.1,74,PortScan
11987658,30,20,44746.68,38.66,216399.31,66785.03,318.36,542.9,343.29,1.2535,192.168.10.16,3389,BENIGN
92820,1,0,971.09,25.7,53517.12,8543.57,60.31,50.59,18.23,0.5524,172.16.0.1,86,PortScan
9476897,15,23,29659.29,28.98,373562.74,132316.42,232.89,575.74,332.97,1.3144,192.168.10.51,22,BENIGN
10930226,15,7,884.95,25.22,322058.67,171407.59,590.06,647.42,528.65,1.7856,192.168.10.8,53,BENIGN
9693462,13,18,66854.96,20.95,349489.8,133539.42,185.8,208.57,515.25,1.2126,192.168.10.5,22,BENIGN
5910859,14,15,51165.43,31.54,316156.88,152759.2,268.23,576.32,574.67,0.8189,192.168.10.17,53,BENIGN
27213958,28,1,276.26,2.24,3176769.78,143500.91,66.87,72.29,45.63,0.0423,172.16.0.1,443,DoS slowloris
169761,1,3,609.43,21.91,28781.74,9367.49,28.67,74.03,12.69,0.4503,172.16.0.1,28,PortScan
10555509,23,14,0,35.62,231586.74,125217.49,288.61,255.1,361.88,1.4348,192.168.10.5,443,BENIGN
7270154,10,14,4319.84,23.39,259164.01,139929.33,401.66,360.96,285.77,1.0184,192.168.10.14,3389,BENIGN
11505736,1,13,40451.73,33.21,340779.53,152924.56,287.68,341.38,247.87,1.4354,192.168.10.17,21,BENIGN
1445001,9,7,35603.56,31.04,242128.94,146050.75,446.21,916.07,486.26,0.8562,192.168.10.3,3389,BENIGN
1086779,910,3,1366908.46,1546.7,813.86,0.3,484.2,345.03,203.79,0.0074,172.16.0.1,80,DoS Hulk
1549203,1152,6,1517675.63,974.14,659.41,469.89,886.84,341.47,229.56,0.0009,172.16.0.1,443,DoS Hulk
90736,2,1,547.58,31.04,56355.53,12255.42,31.54,42.98,7.25,0.269,172.16.0.1,65,PortScan
11741381,20,13,31685.06,9.5,254284.71,140673.04,399.37,703.48,560.91,1.0662,192.168.10.50,53,BENIGN
3861934,16,5,35927.9,27.8,151651.6,61539.61,372.38,464.88,320.86,1.0451,192.168.10.3,3389,BENIGN
23280145,20,4,138.45,1.25,2447394.68,744818.4,51.79,83.25,22.18,0.0865,172.16.0.1,80,DoS slowloris
15412565,22,20,24032.74,25.98,477763.07,91779.09,461.76,570.4,492.55,1.3892,192.168.10.9,53,BENIGN
10769448,9,21,7097.47,35.73,246820.44,139570.24,429.21,514.5,534.53,1.1884,192.168.10.16,21,BENIGN
5500669,15,13,55984.17,37.05,650737.32,68385.96,351.72,499.75,292.4,0.6097,192.168.10.17,443,BENIGN
1124773,785,6,1434835.86,1305.34,760.15,244.71,363.15,326.48,130.8,0.0065,172.16.0.1,443,DoS Hulk
11247296,9,16,22821.31,58.77,105374.26,114156.17,431.61,634.06,476.32,0.6355,192.168.10.15,80,BENIGN
13959583,136,7,10245.43,52.9,96527.59,26583.06,108.83,131.72,51.37,0.0827,172.16.0.1,22,SSH-Patator
9803306,139,22,7743.02,41.41,74050.22,28459.12,84.99,142.6,44.9,0.112,172.16.0.1,22,SSH-Patator
1195234,1150,3,1156624.31,1012.86,1096.23,330.79,852.63,344.0,172.54,0,172.16.0.1,80,DoS Hulk
12515396,226,21,18330.08,39.73,122933.61,44434.65,74.22,151.14,21.69,0.0388,172.16.0.1,22,SSH-Patator
5797210,1,19,48660.57,31.73,290906.59,88382.94,339.03,501.55,528.0,0.619,192.168.10.51,443,BENIGN
14815505,265,7,10064.21,66.74,18880.25,10753.03,38.1,40.26,20.34,0.0896,172.16.0.1,21,FTP-Patator
714385,1011,3,2097167.3,943.22,714.68,450.72,409.5,254.55,184.75,0.0047,172.16.0.1,443,DoS Hulk
13820784,177,5,12418.42,53.52,150474.94,28845.26,91.29,90.88,58.41,0.1038,172.16.0.1,22,SSH-Patator
1190696,796,1,772332.79,763.5,352.02,399.2,735.16,174.2,103.22,0.0052,172.16.0.1,80,DoS Hulk
113522,1,0,208.81,25.72,87123.51,6859.41,39.13,38.47,11.26,0.3715,172.16.0.1,61,PortScan
1009909,822,4,1424412.3,1042.01,1046.56,347.37,672.4,226.83,166.25,0.0088,172.16.0.1,80,DoS Hulk
14769633,122,4,15752.54,14.49,110928.86,31599.37,94.59,105.91,89.37,0.0868,172.16.0.1,22,SSH-Patator
57890,1,0,746.24,15.01,27479.69,21957.82,42.75,42.97,12.82,0.6267,172.16.0.1,49,PortScan
8254062,19,12,68663.42,23.2,130788.0,101801.03,344.7,780.87,299.36,1.1415,192.168.10.50,8080,BENIGN
9388545,5,19,33987.29,33.67,413382.0,135426.8,350.5,579.49,220.42,1.2215,192.168.10.9,3389,BENIGN
3508698,12,19,84.14,35.32,329505.49,136531.25,295.29,460.37,399.75,1.2646,192.168.10.15,21,BENIGN
5254500,24,18,58479.91,14.2,90448.19,162754.46,199.3,436.94,483.47,0.9681,192.168.10.14,80,BENIGN
6797884,9,15,25675.24,35.07,312399.26,65404.09,406.58,296.44,448.42,1.4091,192.168.10.9,21,BENIGN
2647407,10,13,52811.34,18.8,377493.88,72222.26,211.82,849.54,521.86,1.0487,192.168.10.51,25,BENIGN
11484101,13,12,1478.55,36.34,243250.6,116392.89,596.78,538.61,685.64,0.9231,192.168.10.5,53,BENIGN
8506467,6,6,35430.5,50.35,620045.02,126228.52,275.44,369.86,510.02,0.4504,192.168.10.15,443,BENIGN
3340016,10,13,44911.87,29.94,204344.6,107366.59,500.75,506.43,414.2,1.2157,192.168.10.9,3389,BENIGN
10766296,190,5,6638.66,81.71,17346.09,6400.07,36.14,60.96,29.12,0.041,172.16.0.1,21,FTP-Patator
15080587,131,21,4993.89,33.21,123882.26,23176.13,81.0,86.21,80.97,0.1797,172.16.0.1,22,SSH-Patator
5458605,15,8,17486.15,22.7,365993.94,114100.23,373.16,680.59,469.97,0.5101,192.168.10.25,21,BENIGN
126023,3,2,1256.43,25.52,30882.66,10837.78,53.02,32.44,9.0,0.4907,172.16.0.1,71,PortScan
9063635,8,11,41990.96,25.55,268135.77,112156.96,65.83,483.44,432.28,1.1,192.168.10.16,8080,BENIGN
3443389,21,11,71466.88,19.58,231926.93,98940.1,418.52,863.53,184.62,1.5001,192.168.10.8,21,BENIGN
96526,2,2,768.44,13.9,47831.73,28730.08,68.07,32.76,8.38,0.4634,172.16.0.1,47,PortScan
1803016,17,15,57157.83,30.11,111343.4,138051.7,496.45,641.23,446.79,1.4287,192.168.10.9,80,BENIGN
1118175,1364,1,1343174.15,1050.1,1278.45,549.15,833.27,277.75,255.65,0.0105,172.16.0.1,443,DoS Hulk
10136903,26,0,30944.25,51.29,304820.73,106601.52,442.73,457.99,245.27,1.2208,192.168.10.25,25,BENIGN
1141908,568,1,1754286.97,1387.63,896.12,441.61,867.39,93.72,94.05,0.0041,172.16.0.1,80,DoS Hulk
158487,1,0,1245.5,32.26,37727.31,18878.28,50.52,28.01,3.41,0.6262,172.16.0.1,26,PortScan
3009135,15,21,46278.59,25.3,236997.32,72677.26,241.71,524.6,360.47,1.4571,192.168.10.16,22,BENIGN
1480106,640,5,1616017.75,629.88,915.79,344.98,954.22,274.72,16.87,0.001,172.16.0.1,443,DoS Hulk
4285060,12,17,43117.44,37.11,252047.3,87899.27,605.51,415.22,462.97,0.8497,192.168.10.14,8080,BENIGN
10567880,10,15,44310.13,27.8,478050.55,119959.52,301.61,482.06,443.22,1.5176,192.168.10.3,80,BENIGN
12498022,23,7,42542.35,13.66,241137.47,110112.16,215.99,1136.41,380.8,0.6208,192.168.10.17,25,BENIGN
